onset	duration	trial_type	stimfile
214.09	5.5	nullosevent	room4_cond0_B.mov
219.08	2.5	room8	room8_cond8_A.mov
222.07	5.5	nullosevent	room2_cond0_B.mov
227.08	2.5	room6	room6_cond13_A_left.mov
230.12	3.5	nullosevent	room3_cond0_B.mov
233.09	2.5	room5	room5_cond9_A.mov
236.11	3.5	nullosevent	room1_cond0_B.mov
239.08	2.5	onebacktril	room5_cond9_A.mov
242.11	9.5	nullosevent	room6_cond0_B.mov
251.09	2.5	room1	room1_cond11_A_left.mov
254.09	3.5	nullosevent	room4_cond0_B.mov
257.08	2.5	onebacktril	room1_cond11_A_left.mov
260.1	3.5	nullosevent	room2_cond0_B.mov
263.08	2.5	room7	room7_cond12_A_right.mov
266.07	3.5	nullosevent	room5_cond0_B.mov
269.08	2.5	room3	room3_cond10_A.mov
272.1	5.5	nullosevent	room2_cond0_B.mov
277.08	2.5	room4	room4_cond12_A_right.mov
280.1	3.5	nullosevent	room8_cond0_B.mov
283.08	2.5	room1	room1_cond9_A.mov
286.1	5.5	nullosevent	room6_cond0_B.mov
291.08	2.5	room3	room3_cond14_A_right.mov
294.1	5.5	nullosevent	room7_cond0_B.mov
299.1	2.5	room5	room5_cond2_A.mov
302.12	3.5	nullosevent	room4_cond0_B.mov
305.08	2.5	room2	room2_cond8_A.mov
308.11	3.5	nullosevent	room8_cond0_B.mov
311.08	2.5	onebacktril	room2_cond8_A.mov
314.1	3.5	nullosevent	room3_cond0_B.mov
317.1	2.5	room5	room5_cond4_A.mov
320.13	3.5	nullosevent	room6_cond0_B.mov
323.1	2.5	room7	room7_cond13_A_left.mov
326.08	5.5	nullosevent	room4_cond0_B.mov
331.08	2.5	room6	room6_cond1_A.mov
334.1	3.5	nullosevent	room3_cond0_B.mov
337.08	2.5	room5	room5_cond6_A.mov
340.07	3.5	nullosevent	room1_cond0_B.mov
343.08	2.5	room2	room2_cond5_A.mov
346.09	3.5	nullosevent	room8_cond0_B.mov
349.08	2.5	room7	room7_cond11_A_left.mov
352.1	5.5	nullosevent	room7_cond0_B.mov
357.09	2.5	room4	room4_cond7_A.mov
360.1	3.5	nullosevent	room6_cond0_B.mov
363.08	2.5	onebacktril	room4_cond7_A.mov
366.08	3.5	nullosevent	room8_cond0_B.mov
369.02	2.5	fix	fix
371.52	3.5	nullosevent	room2_cond0_B.mov
375.07	2.5	room5	room5_cond9_A.mov
378.1	3.5	nullosevent	room6_cond0_B.mov
381.08	2.5	room4	room4_cond1_A.mov
384.1	3.5	nullosevent	room1_cond0_B.mov
387.08	2.5	room5	room5_cond5_A.mov
390.1	3.5	nullosevent	room2_cond0_B.mov
393.08	2.5	room3	room3_cond14_A_right.mov
396.1	3.5	nullosevent	room8_cond0_B.mov
399.08	2.5	room7	room7_cond6_A.mov
402.11	3.5	nullosevent	room3_cond0_B.mov
405.08	2.5	room4	room4_cond9_A.mov
408.07	3.5	nullosevent	room5_cond0_B.mov
411.08	2.5	room2	room2_cond13_A_left.mov
414.08	3.5	nullosevent	room1_cond0_B.mov
417.08	2.5	room7	room7_cond10_A.mov
420.12	5.5	nullosevent	room6_cond0_B.mov
425.1	2.5	room8	room8_cond13_A_left.mov
428.09	3.5	nullosevent	room1_cond0_B.mov
431.01	2.5	fix	fix
433.51	3.5	nullosevent	room7_cond0_B.mov
437.08	2.5	room4	room4_cond1_A.mov
440.1	3.5	nullosevent	room2_cond0_B.mov
443.09	2.5	room8	room8_cond3_A.mov
446.11	3.5	nullosevent	room5_cond0_B.mov
449.08	2.5	room3	room3_cond14_A_right.mov
452.09	3.5	nullosevent	room8_cond0_B.mov
455.01	15	nullosevent	room2_cond0_A.mov
